263,Jan 28 2021,DET,107,LAL,92
264,Jan 28 2021,MIA,105,LAC,109
265,Jan 28 2021,PHO,114,GSW,93
266,Jan 29 2021,CHO,108,IND,105
267,Jan 29 2021,WAS,100,ATL,116
268,Jan 29 2021,NOP,131,MIL,126
269,Jan 29 2021,NYK,102,CLE,81
270,Jan 29 2021,TOR,124,SAC,126
271,Jan 29 2021,MIN,94,PHI,118
272,Jan 29 2021,OKC,125,BRK,147
273,Jan 29 2021,ORL,90,LAC,116
274,Jan 29 2021,SAS,119,DEN,109
275,Jan 29 2021,UTA,120,DAL,101
276,Jan 30 2021,CHI,122,DAL,123
277,Jan 30 2021,CHO,126,MIL,114
278,Jan 30 2021,MIA,105,SAC,104
279,Jan 30 2021,NOP,112,HOU,126
280,Jan 30 2021,BOS,95,LAL,96
281,Jan 30 2021,SAS,112,MEM,129
282,Jan 30 2021,DAL,105,PHO,111
283,Jan 30 2021,GSW,118,DET,91
284,Jan 31 2021,NYK,115,LAC,129
285,Jan 31 2021,DEN,128,UTA,117
286,Jan 31 2021,IND,110,PHI,119
287,Jan 31 2021,TOR,115,ORL,102
288,Jan 31 2021,WAS,149,BRK,146
289,Jan 31 2021,MIN,109,CLE,104
290,Feb 1 2021,ATL,99,LAL,107
291,Feb 1 2021,MIA,121,CHO,129
292,Feb 1 2021,CHI,110,NYK,102
293,Feb 1 2021,CLE,100,MIN,98
294,Feb 1 2021,MIL,134,MIN,106
295,Feb 1 2021,NOP,109,SAC,118
296,Feb 1 2021,OKC,106,HOU,136
297,Feb 1 2021,DAL,108,PHO,109
298,Feb 1 2021,SAS,102,MEM,133
299,Feb 2 2021,ORL,108,TOR,123
300,Feb 2 2021,BRK,124,LAC,120
301,Feb 2 2021,IND,134,MEM,116
302,Feb 2 2021,WAS,121,MEM,132
303,Feb 2 2021,GSW,107,BOS,111
304,Feb 2 2021,UTA,117,DET,105
305,Feb 3 2021,CHO,111,PHI,118
306,Feb 3 2021,MIL,130,IND,110
307,Feb 3 2021,ATL,116,DAL,122
308,Feb 3 2021,CHI,103,NYK,107
309,Feb 3 2021,CLE,99,LAC,121
310,Feb 3 2021,MIA,100,WAS,103
311,Feb 3 2021,OKC,104,HOU,87
312,Feb 3 2021,SAS,111,MIN,108
313,Feb 3 2021,NOP,123,PHO,101
314,Feb 3 2021,SAC,116,BOS,111
315,Feb 4 2021,ATL,91,UTA,112
316,Feb 4 2021,DAL,116,GSW,147
317,Feb 4 2021,PHI,105,GSW,121
318,Feb 4 2021,MEM,103,HOU,115
319,Feb 4 2021,LAL,114,DEN,93
320,Feb 5 2021,IND,113,NOP,114
321,Feb 5 2021,ORL,123,CHI,119
322,Feb 5 2021,BRK,117,TOR,123
323,Feb 5 2021,CLE,105,MIL,123
324,Feb 5 2021,CHO,121,UTA,138
325,Feb 5 2021,MIA,122,WAS,95
326,Feb 5 2021,OKC,103,MIN,106
327,Feb 5 2021,PHO,109,DET,92
328,Feb 5 2021,LAC,115,BOS,119
329,Feb 6 2021,NYK,110,BOS,99
330,Feb 6 2021,SAC,119,DEN,114
331,Feb 6 2021,ORL,92,CHI,118
332,Feb 6 2021,ATL,132,TOR,121
333,Feb 6 2021,CLE,99,MIL,124
334,Feb 6 2021,HOU,106,SAS,111
335,Feb 6 2021,OKC,120,MIN,118
336,Feb 6 2021,PHI,124,BRK,108
337,Feb 6 2021,DAL,134,GSW,132
338,Feb 6 2021,NOP,118,MEM,109
339,Feb 6 2021,LAL,135,DET,129
340,Feb 7 2021,CHO,119,WAS,97
341,Feb 7 2021,IND,95,UTA,103
